jhave@jhave-Ubuntu:~$ cd Documents/
jhave@jhave-Ubuntu:~/Documents$ cd Github/gpt-2-finetuning/
jhave@jhave-Ubuntu:~/Documents/Github/gpt-2-finetuning$ source activate tf1p13_gpt-2
(tf1p13_gpt-2) jhave@jhave-Ubuntu:~/Documents/Github/gpt-2-finetuning$ PYTHONPATH=src ./encode.py --in_text ALL+tmblr.txt --out_npz ALL+tmblr.txt.npz
Reading files
0it [00:00, ?it/s]
Writing ALL+tmblr.txt.npz
(tf1p13_gpt-2) jhave@jhave-Ubuntu:~/Documents/Github/gpt-2-finetuning$ cat March-2018_SOURCES/* > ALL_tmblr.txt
cat: 'March-2018_SOURCES/*': No such file or directory
(tf1p13_gpt-2) jhave@jhave-Ubuntu:~/Documents/Github/gpt-2-finetuning$ cat DATA/March-2018_SOURCES/* > ALL_tmblr.txt
(tf1p13_gpt-2) jhave@jhave-Ubuntu:~/Documents/Github/gpt-2-finetuning$ PYTHONPATH=src ./encode.py --in_text ALL_tmblr.txt --out_npz ALL_tmblr.txt.npz
Reading files
100%|█████████████████████████████████████████████| 1/1 [00:29<00:00, 29.26s/it]
(tf1p13_gpt-2) jhave@jhave-Ubuntu:~/Documents/Github/gpt-2-finetuning$ PYTHONPATH=src ./train.py --dataset ALL_tmblr.txt.npz --batch_size 1 --save_every 10000 --sample_every 1000nts/Github/gpt-2-finetuning$ PYTHONPATH=src ./train.py --dataset ALL_tmblr.txt.npz --batch_siz2019-05-06 19:03:09.346869: I tensorflow/core/platform/cpu_feature_guard.cc:141] Your CPU supports instructions that this TensorFlow binary was not compiled to use: SSE4.1 SSE4.2 AVX AVX2 FMA
2019-05-06 19:03:09.384428: I tensorflow/core/platform/profile_utils/cpu_utils.cc:94] CPU Frequency: 3408000000 Hz
2019-05-06 19:03:09.385802: I tensorflow/compiler/xla/service/service.cc:150] XLA service 0x555bed5021d0 executing computations on platform Host. Devices:
2019-05-06 19:03:09.385902: I tensorflow/compiler/xla/service/service.cc:158]   StreamExecutor device (0): <undefined>, <undefined>
2019-05-06 19:03:09.490179: I tensorflow/stream_executor/cuda/cuda_gpu_executor.cc:998] successful NUMA node read from SysFS had negative value (-1), but there must be at least one NUMA node, so returning NUMA node zero
2019-05-06 19:03:09.491347: I tensorflow/compiler/xla/service/service.cc:150] XLA service 0x555bee2cd520 executing computations on platform CUDA. Devices:
2019-05-06 19:03:09.491379: I tensorflow/compiler/xla/service/service.cc:158]   StreamExecutor device (0): GeForce GTX TITAN X, Compute Capability 5.2
2019-05-06 19:03:09.492080: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1433] Found device 0 with properties: 
name: GeForce GTX TITAN X major: 5 minor: 2 memoryClockRate(GHz): 1.076
pciBusID: 0000:01:00.0
totalMemory: 11.92GiB freeMemory: 11.65GiB
2019-05-06 19:03:09.492106: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1512] Adding visible gpu devices: 0
2019-05-06 19:03:09.494371: I tensorflow/core/common_runtime/gpu/gpu_device.cc:984] Device interconnect StreamExecutor with strength 1 edge matrix:
2019-05-06 19:03:09.494400: I tensorflow/core/common_runtime/gpu/gpu_device.cc:990]      0 
2019-05-06 19:03:09.494410: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1003] 0:   N 
2019-05-06 19:03:09.495072: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1115] Created TensorFlow device (/job:localhost/replica:0/task:0/device:GPU:0 with 11333 MB memory) -> physical GPU (device: 0, name: GeForce GTX TITAN X, pci bus id: 0000:01:00.0, compute capability: 5.2)
WARNING:tensorflow:From /home/jhave/anaconda3/envs/tf1p13_gpt-2/lib/python3.6/site-packages/tensorflow/python/framework/op_def_library.py:263: colocate_with (from tensorflow.python.framework.ops) is deprecated and will be removed in a future version.
Instructions for updating:
Colocations handled automatically by placer.
WARNING:tensorflow:From /home/jhave/Documents/Github/gpt-2-finetuning/src/sample.py:51: to_float (from tensorflow.python.ops.math_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Use tf.cast instead.
WARNING:tensorflow:From /home/jhave/Documents/Github/gpt-2-finetuning/src/sample.py:53: multinomial (from tensorflow.python.ops.random_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Use tf.random.categorical instead.
WARNING:tensorflow:From /home/jhave/anaconda3/envs/tf1p13_gpt-2/lib/python3.6/site-packages/tensorflow/python/ops/math_ops.py:3066: to_int32 (from tensorflow.python.ops.math_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Use tf.cast instead.
WARNING:tensorflow:From /home/jhave/anaconda3/envs/tf1p13_gpt-2/lib/python3.6/site-packages/tensorflow/python/ops/math_grad.py:102: div (from tensorflow.python.ops.math_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Deprecated in favor of operator or tf.math.divide.
Loading checkpoint checkpoint/run1/model-20302
WARNING:tensorflow:From /home/jhave/anaconda3/envs/tf1p13_gpt-2/lib/python3.6/site-packages/tensorflow/python/training/saver.py:1266: checkpoint_exists (from tensorflow.python.training.checkpoint_management) is deprecated and will be removed in a future version.
Instructions for updating:
Use standard file APIs to check for files with this prefix.
Loading dataset...
100%|█████████████████████████████████████████████████████████████████████████████████████████████████████| 1/1 [00:00<00:00,  5.48it/s]
dataset has 7806061 tokens
Training...
2019-05-06 19:03:43.906984: I tensorflow/stream_executor/dso_loader.cc:152] successfully opened CUDA library libcublas.so.10.0 locally
[20303 | 7.52] loss=5.30 avg=5.30
[50555 | 47294.99] loss=0.90 avg=1.05
[50556 | 47296.54] loss=1.02 avg=1.05
[50557 | 47298.08] loss=1.26 avg=1.05
[50558 | 47299.63] loss=1.75 avg=1.06
[50559 | 47301.17] loss=0.84 avg=1.06
[50560 | 47302.71] loss=0.82 avg=1.06
[50561 | 47304.25] loss=0.19 avg=1.05
[50562 | 47305.80] loss=0.31 avg=1.04
[50563 | 47307.34] loss=2.42 avg=1.05
[50564 | 47308.88] loss=0.18 avg=1.05
[50565 | 47310.43] loss=1.26 avg=1.05
[50566 | 47311.98] loss=0.83 avg=1.05
[50567 | 47313.52] loss=1.55 avg=1.05
[50568 | 47315.07] loss=1.23 avg=1.05
[50569 | 47316.61] loss=1.42 avg=1.06
[50570 | 47318.15] loss=0.50 avg=1.05
[50571 | 47319.69] loss=1.02 avg=1.05
[50572 | 47321.23] loss=0.16 avg=1.04
[50573 | 47322.78] loss=0.18 avg=1.03
[50574 | 47324.32] loss=0.30 avg=1.03
[50575 | 47325.86] loss=0.14 avg=1.02
[50576 | 47327.41] loss=0.88 avg=1.02
[50577 | 47328.95] loss=1.60 avg=1.02
[50578 | 47330.49] loss=0.25 avg=1.01
[50579 | 47332.04] loss=0.94 avg=1.01
[50580 | 47333.59] loss=0.34 avg=1.01
[50581 | 47335.13] loss=1.57 avg=1.01
[50582 | 47336.68] loss=1.28 avg=1.01
[50583 | 47338.22] loss=2.93 avg=1.03
[50584 | 47339.76] loss=1.62 avg=1.04
[50585 | 47341.31] loss=0.60 avg=1.03
[50586 | 47342.86] loss=1.97 avg=1.04
[50587 | 47344.40] loss=1.03 avg=1.04
[50588 | 47345.94] loss=0.12 avg=1.03
[50589 | 47347.49] loss=2.27 avg=1.05
[50590 | 47349.03] loss=1.46 avg=1.05
[50591 | 47350.57] loss=0.23 avg=1.04
[50592 | 47352.12] loss=0.19 avg=1.03
[50593 | 47353.66] loss=0.47 avg=1.03
[50594 | 47355.20] loss=1.71 avg=1.04
[50595 | 47356.75] loss=1.67 avg=1.04
[50596 | 47358.29] loss=1.52 avg=1.05
[50597 | 47359.84] loss=0.16 avg=1.04
[50598 | 47361.38] loss=0.24 avg=1.03
[50599 | 47362.92] loss=0.26 avg=1.02
[50600 | 47364.46] loss=1.57 avg=1.03
[50601 | 47366.01] loss=1.74 avg=1.03
[50602 | 47367.55] loss=0.75 avg=1.03
[50603 | 47369.09] loss=2.65 avg=1.05
[50604 | 47370.64] loss=1.11 avg=1.05
[50605 | 47372.18] loss=0.79 avg=1.05
[50606 | 47373.72] loss=0.53 avg=1.04
[50607 | 47375.26] loss=1.17 avg=1.04
[50608 | 47376.80] loss=0.90 avg=1.04
[50609 | 47378.34] loss=1.13 avg=1.04
[50610 | 47379.89] loss=0.20 avg=1.03
[50611 | 47381.43] loss=0.65 avg=1.03
[50612 | 47382.97] loss=1.32 avg=1.03
[50613 | 47384.52] loss=0.66 avg=1.03
[50614 | 47386.06] loss=2.10 avg=1.04
[50615 | 47387.61] loss=2.16 avg=1.05
[50616 | 47389.15] loss=0.42 avg=1.04
[50617 | 47390.69] loss=0.99 avg=1.04
[50618 | 47392.24] loss=0.18 avg=1.03
[50619 | 47393.78] loss=0.70 avg=1.03
[50620 | 47395.32] loss=3.22 avg=1.05
[50621 | 47396.86] loss=1.08 avg=1.05
[50622 | 47398.41] loss=0.19 avg=1.05
[50623 | 47399.96] loss=1.80 avg=1.05
[50624 | 47401.50] loss=1.19 avg=1.05
[50625 | 47403.04] loss=1.89 avg=1.06
[50626 | 47404.59] loss=1.69 avg=1.07
[50627 | 47406.13] loss=0.18 avg=1.06
[50628 | 47407.68] loss=0.83 avg=1.06
[50629 | 47409.22] loss=0.35 avg=1.05
[50630 | 47410.77] loss=3.62 avg=1.08
[50631 | 47412.31] loss=1.96 avg=1.09
[50632 | 47413.85] loss=0.29 avg=1.08
[50633 | 47415.40] loss=1.15 avg=1.08
[50634 | 47416.94] loss=1.06 avg=1.08
[50635 | 47418.49] loss=2.61 avg=1.09
[50636 | 47420.03] loss=0.65 avg=1.09
[50637 | 47421.57] loss=0.74 avg=1.09
[50638 | 47423.11] loss=2.70 avg=1.10
[50639 | 47424.65] loss=0.73 avg=1.10
[50640 | 47426.19] loss=0.34 avg=1.09
[50641 | 47427.74] loss=0.59 avg=1.08
[50642 | 47429.28] loss=1.51 avg=1.09
[50643 | 47430.82] loss=0.53 avg=1.08
[50644 | 47432.36] loss=2.58 avg=1.10
[50645 | 47433.90] loss=0.10 avg=1.09
[50646 | 47435.45] loss=0.13 avg=1.08
[50647 | 47436.99] loss=1.23 avg=1.08
[50648 | 47438.53] loss=0.12 avg=1.07
[50649 | 47440.08] loss=2.64 avg=1.09
[50650 | 47441.62] loss=0.37 avg=1.08
[50651 | 47443.17] loss=0.17 avg=1.07
[50652 | 47444.71] loss=0.16 avg=1.06
[50653 | 47446.25] loss=2.58 avg=1.08
[50654 | 47447.80] loss=0.28 avg=1.07
[50655 | 47449.34] loss=0.65 avg=1.06
[50656 | 47450.89] loss=1.30 avg=1.07
[50657 | 47452.43] loss=0.61 avg=1.06
[50658 | 47453.97] loss=0.13 avg=1.05
[50659 | 47455.52] loss=0.65 avg=1.05
[50660 | 47457.06] loss=0.75 avg=1.05
[50661 | 47458.60] loss=0.10 avg=1.04
[50662 | 47460.15] loss=1.17 avg=1.04
[50663 | 47461.69] loss=1.02 avg=1.04
[50664 | 47463.24] loss=0.48 avg=1.03
[50665 | 47464.78] loss=1.32 avg=1.03
[50666 | 47466.32] loss=1.84 avg=1.04
[50667 | 47467.87] loss=2.62 avg=1.06
[50668 | 47469.41] loss=1.44 avg=1.06
[50669 | 47470.96] loss=0.39 avg=1.06
[50670 | 47472.51] loss=0.42 avg=1.05
[50671 | 47474.05] loss=0.68 avg=1.05
[50672 | 47475.59] loss=1.00 avg=1.05
[50673 | 47477.13] loss=2.09 avg=1.06
[50674 | 47478.68] loss=0.33 avg=1.05
[50675 | 47480.22] loss=0.61 avg=1.04
[50676 | 47481.77] loss=0.19 avg=1.04
[50677 | 47483.31] loss=0.17 avg=1.03
[50678 | 47484.85] loss=1.07 avg=1.03
[50679 | 47486.40] loss=0.39 avg=1.02
[50680 | 47487.94] loss=0.27 avg=1.01
[50681 | 47489.49] loss=0.73 avg=1.01
[50682 | 47491.03] loss=0.77 avg=1.01
[50683 | 47492.57] loss=0.17 avg=1.00
[50684 | 47494.12] loss=0.12 avg=0.99
[50685 | 47495.66] loss=0.75 avg=0.99
[50686 | 47497.20] loss=0.33 avg=0.98
[50687 | 47498.75] loss=1.78 avg=0.99
[50688 | 47500.29] loss=0.86 avg=0.99
[50689 | 47501.83] loss=3.08 avg=1.01
[50690 | 47503.38] loss=0.58 avg=1.01
[50691 | 47504.93] loss=2.04 avg=1.02
[50692 | 47506.47] loss=1.08 avg=1.02
[50693 | 47508.02] loss=0.50 avg=1.01
[50694 | 47509.57] loss=1.47 avg=1.02
[50695 | 47511.11] loss=0.40 avg=1.01
[50696 | 47512.66] loss=2.15 avg=1.02
[50697 | 47514.20] loss=0.15 avg=1.01
[50698 | 47515.74] loss=0.26 avg=1.00
[50699 | 47517.29] loss=0.69 avg=1.00
[50700 | 47518.83] loss=1.22 avg=1.00
[50701 | 47520.37] loss=1.67 avg=1.01
[50702 | 47521.91] loss=0.29 avg=1.00
[50703 | 47523.45] loss=1.07 avg=1.00
[50704 | 47524.99] loss=1.67 avg=1.01
[50705 | 47526.53] loss=0.42 avg=1.00
[50706 | 47528.08] loss=1.14 avg=1.01
[50707 | 47529.63] loss=0.16 avg=1.00
[50708 | 47531.17] loss=0.55 avg=0.99
[50709 | 47532.72] loss=0.56 avg=0.99
[50710 | 47534.26] loss=0.14 avg=0.98
[50711 | 47535.80] loss=0.15 avg=0.97
[50712 | 47537.35] loss=1.23 avg=0.97
[50713 | 47538.90] loss=0.53 avg=0.97
[50714 | 47540.44] loss=0.31 avg=0.96
[50715 | 47541.99] loss=2.55 avg=0.98
[50716 | 47543.53] loss=3.87 avg=1.01
[50717 | 47545.07] loss=0.16 avg=1.00
[50718 | 47546.62] loss=1.41 avg=1.00
[50719 | 47548.17] loss=1.46 avg=1.01
[50720 | 47549.71] loss=0.31 avg=1.00
[50721 | 47551.26] loss=1.86 avg=1.01
[50722 | 47552.81] loss=3.25 avg=1.03
[50723 | 47554.35] loss=2.68 avg=1.05
[50724 | 47555.90] loss=1.44 avg=1.05
[50725 | 47557.45] loss=0.48 avg=1.05
[50726 | 47559.00] loss=1.26 avg=1.05
[50727 | 47560.55] loss=0.51 avg=1.04
[50728 | 47562.09] loss=0.33 avg=1.04
[50729 | 47563.64] loss=2.13 avg=1.05
[50730 | 47565.18] loss=0.27 avg=1.04
[50731 | 47566.73] loss=0.18 avg=1.03
[50732 | 47568.27] loss=1.18 avg=1.03
[50733 | 47569.82] loss=0.56 avg=1.03
[50734 | 47571.36] loss=1.10 avg=1.03
[50735 | 47572.91] loss=1.87 avg=1.04
[50736 | 47574.46] loss=1.17 avg=1.04
[50737 | 47576.01] loss=0.13 avg=1.03
[50738 | 47577.56] loss=1.04 avg=1.03
[50739 | 47579.10] loss=0.61 avg=1.03
[50740 | 47580.65] loss=2.24 avg=1.04
[50741 | 47582.20] loss=2.85 avg=1.06
[50742 | 47583.74] loss=0.23 avg=1.05
[50743 | 47585.29] loss=0.45 avg=1.04
[50744 | 47586.84] loss=0.82 avg=1.04
[50745 | 47588.38] loss=2.24 avg=1.05
[50746 | 47589.92] loss=0.88 avg=1.05
[50747 | 47591.47] loss=1.65 avg=1.06
[50748 | 47593.01] loss=0.23 avg=1.05
[50749 | 47594.56] loss=0.33 avg=1.04
[50750 | 47596.10] loss=1.07 avg=1.04
[50751 | 47597.65] loss=1.93 avg=1.05
[50752 | 47599.20] loss=0.06 avg=1.04
[50753 | 47600.74] loss=0.07 avg=1.03
[50754 | 47602.29] loss=3.84 avg=1.06
[50755 | 47603.84] loss=0.20 avg=1.05
[50756 | 47605.38] loss=0.19 avg=1.04
[50757 | 47606.92] loss=1.58 avg=1.05
[50758 | 47608.46] loss=0.14 avg=1.04
[50759 | 47610.01] loss=0.16 avg=1.03
[50760 | 47611.56] loss=2.49 avg=1.04
[50761 | 47613.10] loss=2.48 avg=1.06
[50762 | 47614.64] loss=1.60 avg=1.06
[50763 | 47616.18] loss=0.21 avg=1.05
[50764 | 47617.73] loss=0.17 avg=1.04
[50765 | 47619.27] loss=2.45 avg=1.06
[50766 | 47620.82] loss=0.28 avg=1.05
[50767 | 47622.36] loss=1.03 avg=1.05
[50768 | 47623.90] loss=1.08 avg=1.05
[50769 | 47625.45] loss=0.23 avg=1.04
[50770 | 47626.99] loss=1.02 avg=1.04
[50771 | 47628.54] loss=1.42 avg=1.05
[50772 | 47630.08] loss=1.51 avg=1.05
[50773 | 47631.63] loss=1.78 avg=1.06
[50774 | 47633.17] loss=0.43 avg=1.05
[50775 | 47634.71] loss=2.27 avg=1.06
[50776 | 47636.26] loss=0.49 avg=1.06
[50777 | 47637.81] loss=0.76 avg=1.06
[50778 | 47639.35] loss=0.54 avg=1.05
[50779 | 47640.89] loss=1.38 avg=1.05
[50780 | 47642.44] loss=0.88 avg=1.05
[50781 | 47643.99] loss=1.95 avg=1.06
[50782 | 47645.54] loss=1.91 avg=1.07
[50783 | 47647.08] loss=0.21 avg=1.06
[50784 | 47648.62] loss=0.44 avg=1.05
[50785 | 47650.17] loss=1.55 avg=1.06
[50786 | 47651.71] loss=2.21 avg=1.07
[50787 | 47653.26] loss=0.32 avg=1.06
[50788 | 47654.80] loss=1.07 avg=1.06
[50789 | 47656.35] loss=1.31 avg=1.07
[50790 | 47657.89] loss=0.19 avg=1.06
[50791 | 47659.43] loss=0.14 avg=1.05
[50792 | 47660.98] loss=0.13 avg=1.04
[50793 | 47662.52] loss=0.28 avg=1.03
[50794 | 47664.07] loss=0.09 avg=1.02
[50795 | 47665.62] loss=3.36 avg=1.05
[50796 | 47667.16] loss=1.36 avg=1.05
[50797 | 47668.71] loss=0.29 avg=1.04
[50798 | 47670.25] loss=0.17 avg=1.03
[50799 | 47671.80] loss=0.34 avg=1.03
[50800 | 47673.34] loss=3.47 avg=1.05
[50801 | 47674.89] loss=0.99 avg=1.05
[50802 | 47676.43] loss=1.06 avg=1.05
[50803 | 47677.97] loss=0.18 avg=1.04
[50804 | 47679.52] loss=0.34 avg=1.03
[50805 | 47681.06] loss=3.20 avg=1.06
[50806 | 47682.61] loss=2.35 avg=1.07
[50807 | 47684.15] loss=2.54 avg=1.08
[50808 | 47685.70] loss=2.55 avg=1.10
[50809 | 47687.25] loss=0.13 avg=1.09
[50810 | 47688.79] loss=0.19 avg=1.08
[50811 | 47690.34] loss=1.82 avg=1.09
[50812 | 47691.89] loss=1.57 avg=1.09
[50813 | 47693.43] loss=0.17 avg=1.08
[50814 | 47694.97] loss=0.82 avg=1.08
[50815 | 47696.52] loss=0.28 avg=1.07
[50816 | 47698.06] loss=1.50 avg=1.08
[50817 | 47699.61] loss=0.39 avg=1.07
[50818 | 47701.15] loss=0.58 avg=1.06
[50819 | 47702.70] loss=0.20 avg=1.06
[50820 | 47704.24] loss=0.46 avg=1.05
[50821 | 47705.79] loss=0.15 avg=1.04
[50822 | 47707.33] loss=0.15 avg=1.03
[50823 | 47708.88] loss=2.22 avg=1.04
[50824 | 47710.42] loss=0.12 avg=1.03
[50825 | 47711.97] loss=2.43 avg=1.05
[50826 | 47713.51] loss=2.16 avg=1.06
[50827 | 47715.05] loss=0.16 avg=1.05
[50828 | 47716.60] loss=2.14 avg=1.06
[50829 | 47718.14] loss=1.60 avg=1.07
[50830 | 47719.68] loss=1.06 avg=1.07
[50831 | 47721.23] loss=0.13 avg=1.06
[50832 | 47722.77] loss=0.44 avg=1.05
[50833 | 47724.31] loss=1.14 avg=1.05
[50834 | 47725.86] loss=3.36 avg=1.08
[50835 | 47727.40] loss=1.28 avg=1.08
[50836 | 47728.94] loss=0.28 avg=1.07
[50837 | 47730.48] loss=0.70 avg=1.07
[50838 | 47732.03] loss=0.84 avg=1.06
[50839 | 47733.57] loss=0.98 avg=1.06
[50840 | 47735.12] loss=1.34 avg=1.07
[50841 | 47736.66] loss=1.53 avg=1.07
[50842 | 47738.21] loss=1.20 avg=1.07
[50843 | 47739.75] loss=0.90 avg=1.07
[50844 | 47741.30] loss=0.50 avg=1.06
[50845 | 47742.84] loss=4.07 avg=1.09
[50846 | 47744.39] loss=0.61 avg=1.09
[50847 | 47745.94] loss=0.52 avg=1.08
[50848 | 47747.48] loss=0.19 avg=1.07
[50849 | 47749.03] loss=2.58 avg=1.09
[50850 | 47750.57] loss=1.60 avg=1.09
[50851 | 47752.12] loss=0.78 avg=1.09
[50852 | 47753.66] loss=2.25 avg=1.10
[50853 | 47755.20] loss=0.64 avg=1.10
[50854 | 47756.75] loss=2.05 avg=1.11
[50855 | 47758.29] loss=0.44 avg=1.10
[50856 | 47759.84] loss=0.76 avg=1.10
[50857 | 47761.38] loss=2.72 avg=1.11
[50858 | 47762.92] loss=2.91 avg=1.13
[50859 | 47764.47] loss=0.42 avg=1.12
[50860 | 47766.01] loss=0.90 avg=1.12
[50861 | 47767.56] loss=0.85 avg=1.12
[50862 | 47769.10] loss=0.17 avg=1.11
[50863 | 47770.65] loss=0.14 avg=1.10
[50864 | 47772.19] loss=1.13 avg=1.10
[50865 | 47773.74] loss=0.30 avg=1.09
[50866 | 47775.29] loss=0.38 avg=1.09
[50867 | 47776.83] loss=0.47 avg=1.08
[50868 | 47778.36] loss=2.45 avg=1.09
[50869 | 47779.91] loss=0.37 avg=1.09
[50870 | 47781.45] loss=0.22 avg=1.08
[50871 | 47783.00] loss=0.28 avg=1.07
[50872 | 47784.54] loss=1.18 avg=1.07
[50873 | 47786.09] loss=0.44 avg=1.06
[50874 | 47787.63] loss=1.81 avg=1.07
[50875 | 47789.17] loss=0.82 avg=1.07
[50876 | 47790.71] loss=0.39 avg=1.06
[50877 | 47792.25] loss=1.23 avg=1.06
[50878 | 47793.80] loss=0.63 avg=1.06
[50879 | 47795.34] loss=1.18 avg=1.06
[50880 | 47796.89] loss=0.56 avg=1.06
[50881 | 47798.44] loss=1.92 avg=1.06
[50882 | 47799.98] loss=0.10 avg=1.06
[50883 | 47801.52] loss=1.50 avg=1.06
[50884 | 47803.06] loss=0.49 avg=1.05
[50885 | 47804.61] loss=0.80 avg=1.05
[50886 | 47806.16] loss=0.09 avg=1.04
[50887 | 47807.70] loss=0.18 avg=1.03
[50888 | 47809.24] loss=4.08 avg=1.06
[50889 | 47810.78] loss=0.15 avg=1.05
[50890 | 47812.32] loss=0.11 avg=1.04
[50891 | 47813.87] loss=0.60 avg=1.04
[50892 | 47815.41] loss=0.09 avg=1.03
[50893 | 47816.95] loss=0.28 avg=1.02
[50894 | 47818.49] loss=1.87 avg=1.03
[50895 | 47820.04] loss=0.46 avg=1.03
[50896 | 47821.59] loss=2.18 avg=1.04
[50897 | 47823.13] loss=1.01 avg=1.04
[50898 | 47824.68] loss=0.40 avg=1.03
[50899 | 47826.22] loss=0.13 avg=1.02
[50900 | 47827.76] loss=1.24 avg=1.02
[50901 | 47829.31] loss=0.60 avg=1.02
[50902 | 47830.86] loss=0.40 avg=1.01
[50903 | 47832.40] loss=2.69 avg=1.03
[50904 | 47833.95] loss=0.45 avg=1.02
[50905 | 47835.49] loss=1.60 avg=1.03
[50906 | 47837.03] loss=1.10 avg=1.03
[50907 | 47838.57] loss=1.62 avg=1.04
[50908 | 47840.11] loss=0.40 avg=1.03
[50909 | 47841.66] loss=0.13 avg=1.02
[50910 | 47843.20] loss=1.44 avg=1.03
[50911 | 47844.75] loss=1.25 avg=1.03
[50912 | 47846.29] loss=1.67 avg=1.03
[50913 | 47847.83] loss=0.83 avg=1.03
[50914 | 47849.37] loss=1.84 avg=1.04
[50915 | 47850.91] loss=0.40 avg=1.03
[50916 | 47852.45] loss=0.39 avg=1.03
[50917 | 47853.99] loss=1.22 avg=1.03
[50918 | 47855.54] loss=1.85 avg=1.04
[50919 | 47857.08] loss=0.98 avg=1.04
[50920 | 47858.63] loss=0.10 avg=1.03
[50921 | 47860.17] loss=0.50 avg=1.02
[50922 | 47861.71] loss=1.31 avg=1.03
[50923 | 47863.25] loss=1.72 avg=1.03
[50924 | 47864.80] loss=0.72 avg=1.03
[50925 | 47866.35] loss=0.28 avg=1.02
[50926 | 47867.89] loss=0.22 avg=1.01
[50927 | 47869.43] loss=0.22 avg=1.01
[50928 | 47870.98] loss=0.24 avg=1.00
[50929 | 47872.52] loss=1.30 avg=1.00
[50930 | 47874.06] loss=2.31 avg=1.01
[50931 | 47875.60] loss=0.74 avg=1.01
[50932 | 47877.14] loss=0.25 avg=1.00
[50933 | 47878.69] loss=0.13 avg=1.00
[50934 | 47880.24] loss=0.17 avg=0.99
[50935 | 47881.78] loss=0.30 avg=0.98
[50936 | 47883.32] loss=0.36 avg=0.97
[50937 | 47884.87] loss=0.23 avg=0.97
[50938 | 47886.41] loss=1.62 avg=0.97
[50939 | 47887.95] loss=0.18 avg=0.97
[50940 | 47889.50] loss=1.53 avg=0.97
[50941 | 47891.05] loss=0.32 avg=0.96
[50942 | 47892.60] loss=0.79 avg=0.96
[50943 | 47894.14] loss=0.72 avg=0.96
[50944 | 47895.69] loss=2.31 avg=0.97
[50945 | 47897.23] loss=0.60 avg=0.97
[50946 | 47898.77] loss=0.71 avg=0.97
[50947 | 47900.31] loss=3.07 avg=0.99
[50948 | 47901.86] loss=0.19 avg=0.98
[50949 | 47903.41] loss=0.30 avg=0.97
[50950 | 47904.95] loss=0.07 avg=0.96
[50951 | 47906.49] loss=1.80 avg=0.97
[50952 | 47908.04] loss=0.46 avg=0.97
[50953 | 47909.58] loss=1.17 avg=0.97
[50954 | 47911.14] loss=0.69 avg=0.97
[50955 | 47912.68] loss=0.33 avg=0.96
[50956 | 47914.23] loss=1.72 avg=0.97
[50957 | 47915.77] loss=1.41 avg=0.97
[50958 | 47917.31] loss=0.40 avg=0.97
[50959 | 47918.86] loss=1.37 avg=0.97
[50960 | 47920.41] loss=1.02 avg=0.97
[50961 | 47921.95] loss=1.70 avg=0.98
[50962 | 47923.50] loss=1.24 avg=0.98
[50963 | 47925.05] loss=0.19 avg=0.97
[50964 | 47926.60] loss=0.12 avg=0.96
[50965 | 47928.14] loss=0.60 avg=0.96
[50966 | 47929.69] loss=1.76 avg=0.97
[50967 | 47931.23] loss=0.67 avg=0.97
[50968 | 47932.78] loss=3.20 avg=0.99
[50969 | 47934.32] loss=1.08 avg=0.99
[50970 | 47935.87] loss=1.23 avg=0.99
[50971 | 47937.42] loss=0.10 avg=0.98
[50972 | 47938.97] loss=0.32 avg=0.98
[50973 | 47940.51] loss=2.99 avg=1.00
[50974 | 47942.06] loss=3.78 avg=1.02
[50975 | 47943.61] loss=1.11 avg=1.03
[50976 | 47945.15] loss=0.26 avg=1.02
[50977 | 47946.70] loss=0.77 avg=1.01
[50978 | 47948.25] loss=1.21 avg=1.02
[50979 | 47949.79] loss=0.88 avg=1.02
[50980 | 47951.34] loss=0.93 avg=1.01
[50981 | 47952.88] loss=0.20 avg=1.01
[50982 | 47954.42] loss=1.00 avg=1.01
[50983 | 47955.97] loss=2.91 avg=1.03
[50984 | 47957.51] loss=1.57 avg=1.03
[50985 | 47959.06] loss=0.49 avg=1.03
[50986 | 47960.61] loss=0.94 avg=1.02
[50987 | 47962.15] loss=3.67 avg=1.05
[50988 | 47963.70] loss=0.42 avg=1.04
[50989 | 47965.24] loss=0.33 avg=1.04
[50990 | 47966.79] loss=0.63 avg=1.03
[50991 | 47968.33] loss=1.24 avg=1.04
[50992 | 47969.88] loss=0.72 avg=1.03
[50993 | 47971.42] loss=0.23 avg=1.02
[50994 | 47972.97] loss=0.57 avg=1.02
[50995 | 47974.52] loss=0.10 avg=1.01
[50996 | 47976.06] loss=0.26 avg=1.00
[50997 | 47977.61] loss=0.53 avg=1.00
[50998 | 47979.15] loss=0.99 avg=1.00
[50999 | 47980.70] loss=1.80 avg=1.01
Generating samples...
======== SAMPLE 1 ========
 in the midst of this endless
dream of what it's like to be somebody


this just-barely visible, bare
plane
we are far from home
and the bare plane shows
small intestines
 protruding, white,
stingy. there here's the one
we fly through
on our way to the airport.



